user_id,pack_id,purchase_ts,price_bdt
U0000025,P006,2025-08-25 15:00:00,89.0
U0000025,P004,2025-08-28 19:00:00,499.0
U0000025,P007,2025-09-01 17:00:00,88.0
U0000025,P012,2025-09-02 21:00:00,199.0
U0000025,P007,2025-09-05 06:00:00,88.0
U0000026,P008,2025-08-03 13:00:00,219.0
U0000026,P003,2025-08-04 23:00:00,199.0
U0000026,P010,2025-08-20 01:00:00,79.0
U0000026,P010,2025-09-06 06:00:00,79.0
U0000027,P004,2025-08-10 10:00:00,499.0
U0000027,P006,2025-08-12 04:00:00,89.0
U0000027,P006,2025-08-21 09:00:00,89.0
U0000027,P012,2025-08-24 02:00:00,199.0
U0000027,P009,2025-08-28 06:00:00,249.0
U0000027,P008,2025-09-03 16:00:00,219.0
U0000027,P002,2025-09-06 10:00:00,99.0
U0000028,P008,2025-08-15 10:00:00,219.0
U0000028,P009,2025-08-25 14:00:00,249.0
U0000028,P006,2025-09-07 14:00:00,89.0
U0000028,P010,2025-09-08 00:00:00,79.0
U0000028,P012,2025-09-12 11:00:00,199.0
U0000028,P008,2025-09-16 02:00:00,219.0
U0000029,P012,2025-08-04 21:00:00,199.0
U0000029,P001,2025-08-09 13:00:00,69.0
U0000029,P003,2025-08-14 11:00:00,199.0
U0000029,P009,2025-08-17 06:00:00,249.0
U0000029,P012,2025-08-29 20:00:00,199.0
U0000029,P011,2025-09-01 20:00:00,299.0
U0000030,P009,2025-08-09 10:00:00,249.0
U0000030,P007,2025-08-10 22:00:00,88.0
U0000030,P004,2025-08-21 07:00:00,499.0
U0000030,P010,2025-08-31 12:00:00,79.0
U0000030,P004,2025-09-04 18:00:00,499.0
U0000030,P008,2025-09-09 14:00:00,219.0
U0000031,P011,2025-08-03 03:00:00,299.0
U0000031,P010,2025-08-07 23:00:00,79.0
U0000031,P006,2025-08-11 18:00:00,89.0
U0000031,P003,2025-08-12 06:00:00,199.0
U0000031,P010,2025-08-23 05:00:00,79.0
U0000031,P012,2025-08-29 22:00:00,199.0
U0000031,P010,2025-09-03 16:00:00,79.0
U0000031,P002,2025-09-16 16:00:00,99.0
U0000032,P011,2025-08-03 08:00:00,299.0
U0000032,P011,2025-08-14 01:00:00,299.0
U0000032,P002,2025-08-15 09:00:00,99.0
U0000032,P003,2025-08-22 04:00:00,199.0
U0000032,P004,2025-08-23 21:00:00,499.0
U0000032,P001,2025-09-12 19:00:00,69.0
U0000033,P002,2025-08-11 11:00:00,99.0
U0000033,P003,2025-08-21 06:00:00,199.0
U0000033,P012,2025-09-06 01:00:00,199.0
U0000033,P004,2025-09-10 08:00:00,499.0
U0000034,P001,2025-08-07 06:00:00,69.0
U0000034,P003,2025-08-16 20:00:00,199.0
U0000034,P004,2025-08-17 13:00:00,499.0
U0000034,P006,2025-08-22 23:00:00,89.0
U0000034,P002,2025-09-13 07:00:00,99.0
U0000035,P006,2025-08-11 15:00:00,89.0
U0000035,P006,2025-08-25 23:00:00,89.0
U0000035,P007,2025-08-30 09:00:00,88.0
U0000035,P005,2025-09-05 14:00:00,49.0
U0000036,P001,2025-08-03 00:00:00,69.0
U0000036,P004,2025-08-10 03:00:00,499.0
U0000036,P010,2025-08-16 05:00:00,79.0
U0000036,P004,2025-09-02 21:00:00,499.0
U0000036,P006,2025-09-09 22:00:00,89.0
U0000036,P003,2025-09-12 00:00:00,199.0
U0000036,P003,2025-09-14 10:00:00,199.0
U0000037,P011,2025-08-09 18:00:00,299.0
U0000037,P001,2025-08-18 17:00:00,69.0
U0000037,P004,2025-08-25 02:00:00,499.0
U0000037,P001,2025-08-30 08:00:00,69.0
U0000038,P003,2025-08-11 13:00:00,199.0
U0000038,P002,2025-08-14 01:00:00,99.0
U0000038,P009,2025-08-18 11:00:00,249.0
U0000038,P003,2025-08-21 09:00:00,199.0
U0000038,P002,2025-08-24 20:00:00,99.0
U0000038,P004,2025-09-02 06:00:00,499.0
U0000039,P008,2025-08-05 01:00:00,219.0
U0000039,P001,2025-08-28 13:00:00,69.0
U0000039,P008,2025-09-05 10:00:00,219.0
U0000040,P004,2025-08-03 11:00:00,499.0
U0000040,P001,2025-08-06 17:00:00,69.0
U0000040,P005,2025-08-08 02:00:00,49.0
U0000040,P006,2025-08-09 04:00:00,89.0
U0000040,P007,2025-08-11 15:00:00,88.0
U0000040,P007,2025-08-18 01:00:00,88.0
U0000040,P001,2025-08-19 20:00:00,69.0
U0000040,P008,2025-08-20 02:00:00,219.0
U0000040,P001,2025-09-01 13:00:00,69.0
U0000040,P008,2025-09-05 18:00:00,219.0
U0000041,P005,2025-08-03 03:00:00,49.0
U0000041,P011,2025-08-16 09:00:00,299.0
U0000041,P008,2025-08-31 19:00:00,219.0
U0000041,P002,2025-09-05 13:00:00,99.0
U0000041,P004,2025-09-06 17:00:00,499.0
U0000042,P006,2025-08-08 05:00:00,89.0
U0000042,P001,2025-08-13 22:00:00,69.0
U0000042,P012,2025-08-27 08:00:00,199.0
U0000042,P004,2025-09-03 21:00:00,499.0
U0000042,P012,2025-09-07 20:00:00,199.0
U0000042,P005,2025-09-15 00:00:00,49.0
U0000042,P009,2025-09-16 22:00:00,249.0
U0000043,P001,2025-08-08 21:00:00,69.0
U0000043,P012,2025-08-15 10:00:00,199.0
U0000043,P011,2025-08-24 19:00:00,299.0
U0000043,P007,2025-08-28 09:00:00,88.0
U0000043,P004,2025-08-29 18:00:00,499.0
U0000043,P002,2025-08-31 18:00:00,99.0
U0000043,P003,2025-09-01 12:00:00,199.0
U0000043,P006,2025-09-11 08:00:00,89.0
U0000044,P011,2025-08-08 04:00:00,299.0
U0000044,P002,2025-08-16 02:00:00,99.0
U0000044,P008,2025-08-24 13:00:00,219.0
U0000044,P008,2025-08-27 11:00:00,219.0
U0000044,P008,2025-08-28 13:00:00,219.0
U0000044,P003,2025-08-31 22:00:00,199.0
U0000044,P009,2025-09-06 14:00:00,249.0
U0000045,P003,2025-08-04 00:00:00,199.0
U0000045,P012,2025-08-19 12:00:00,199.0
U0000045,P011,2025-08-25 02:00:00,299.0
U0000046,P006,2025-08-04 03:00:00,89.0
U0000046,P009,2025-08-08 14:00:00,249.0
U0000046,P010,2025-08-10 00:00:00,79.0
U0000046,P012,2025-08-16 13:00:00,199.0
U0000046,P001,2025-08-23 00:00:00,69.0
U0000046,P009,2025-09-10 04:00:00,249.0
U0000046,P001,2025-09-16 23:00:00,69.0
U0000047,P008,2025-08-05 01:00:00,219.0
U0000047,P010,2025-08-10 23:00:00,79.0
U0000047,P011,2025-08-14 06:00:00,299.0
U0000047,P001,2025-08-15 05:00:00,69.0
U0000047,P009,2025-09-04 21:00:00,249.0
U0000047,P006,2025-09-14 07:00:00,89.0
U0000047,P012,2025-09-15 09:00:00,199.0
U0000048,P011,2025-08-04 08:00:00,299.0
U0000048,P008,2025-08-06 00:00:00,219.0
U0000048,P010,2025-08-07 17:00:00,79.0
U0000048,P009,2025-08-23 05:00:00,249.0
U0000048,P012,2025-08-31 18:00:00,199.0
U0000049,P010,2025-08-16 18:00:00,79.0
U0000049,P001,2025-08-26 07:00:00,69.0
U0000049,P008,2025-09-08 21:00:00,219.0
U0000049,P006,2025-09-09 11:00:00,89.0
U0000050,P006,2025-08-09 23:00:00,89.0
U0000050,P001,2025-08-21 10:00:00,69.0
U0000050,P008,2025-08-29 08:00:00,219.0
U0000050,P009,2025-09-10 09:00:00,249.0
U0000051,P007,2025-08-03 11:00:00,88.0
U0000051,P005,2025-08-13 03:00:00,49.0
U0000051,P011,2025-08-14 00:00:00,299.0
U0000051,P004,2025-08-17 00:00:00,499.0
U0000051,P007,2025-08-18 12:00:00,88.0
U0000051,P010,2025-08-20 15:00:00,79.0
U0000051,P005,2025-08-26 11:00:00,49.0
U0000051,P010,2025-09-06 04:00:00,79.0
U0000052,P012,2025-08-08 11:00:00,199.0
U0000052,P002,2025-08-16 16:00:00,99.0
U0000052,P011,2025-08-27 17:00:00,299.0
U0000052,P008,2025-09-08 22:00:00,219.0
U0000052,P008,2025-09-10 01:00:00,219.0
U0000052,P009,2025-09-13 04:00:00,249.0
U0000053,P005,2025-08-16 10:00:00,49.0
U0000053,P006,2025-09-04 15:00:00,89.0
U0000053,P005,2025-09-10 19:00:00,49.0
U0000054,P001,2025-08-04 22:00:00,69.0
U0000054,P005,2025-08-13 20:00:00,49.0
U0000054,P012,2025-08-26 14:00:00,199.0
U0000054,P001,2025-08-31 06:00:00,69.0
U0000055,P007,2025-08-04 10:00:00,88.0
U0000055,P009,2025-08-12 17:00:00,249.0
U0000055,P011,2025-08-26 19:00:00,299.0
U0000055,P012,2025-08-31 20:00:00,199.0
U0000055,P007,2025-09-07 09:00:00,88.0
U0000055,P012,2025-09-08 12:00:00,199.0
U0000055,P010,2025-09-15 10:00:00,79.0
U0000056,P003,2025-08-08 18:00:00,199.0
U0000056,P011,2025-08-11 03:00:00,299.0
U0000056,P001,2025-08-13 21:00:00,69.0
U0000056,P002,2025-08-18 05:00:00,99.0
U0000056,P005,2025-08-22 16:00:00,49.0
U0000056,P006,2025-08-28 20:00:00,89.0
U0000056,P007,2025-09-08 02:00:00,88.0
U0000056,P008,2025-09-11 12:00:00,219.0
U0000056,P004,2025-09-15 09:00:00,499.0
U0000057,P002,2025-08-14 01:00:00,99.0
U0000057,P001,2025-08-15 20:00:00,69.0
U0000057,P007,2025-08-26 21:00:00,88.0
U0000058,P006,2025-08-08 12:00:00,89.0
U0000058,P007,2025-08-13 00:00:00,88.0
U0000058,P011,2025-08-20 16:00:00,299.0
U0000058,P008,2025-08-24 22:00:00,219.0
U0000058,P011,2025-08-30 21:00:00,299.0
U0000058,P006,2025-09-09 23:00:00,89.0
U0000058,P004,2025-09-11 18:00:00,499.0
U0000059,P004,2025-08-03 22:00:00,499.0
U0000059,P003,2025-08-04 01:00:00,199.0
U0000059,P010,2025-08-05 02:00:00,79.0
U0000059,P005,2025-08-13 15:00:00,49.0
U0000059,P007,2025-08-16 16:00:00,88.0
U0000059,P011,2025-08-26 01:00:00,299.0
U0000059,P011,2025-08-28 15:00:00,299.0
U0000059,P001,2025-09-08 05:00:00,69.0
U0000059,P006,2025-09-13 03:00:00,89.0
U0000060,P007,2025-08-25 17:00:00,88.0
U0000060,P004,2025-09-04 13:00:00,499.0
U0000060,P007,2025-09-10 02:00:00,88.0
U0000060,P008,2025-09-12 22:00:00,219.0
U0000060,P010,2025-09-15 08:00:00,79.0
U0000061,P008,2025-08-18 09:00:00,219.0
U0000061,P007,2025-08-25 00:00:00,88.0
U0000061,P003,2025-08-26 20:00:00,199.0
U0000061,P004,2025-09-04 09:00:00,499.0
U0000061,P010,2025-09-08 10:00:00,79.0
U0000061,P003,2025-09-15 04:00:00,199.0
U0000062,P011,2025-08-11 01:00:00,299.0
U0000062,P008,2025-08-13 04:00:00,219.0
U0000062,P010,2025-08-17 19:00:00,79.0
U0000062,P010,2025-08-29 21:00:00,79.0
U0000062,P002,2025-09-09 16:00:00,99.0
U0000063,P012,2025-08-09 18:00:00,199.0
U0000063,P001,2025-08-28 07:00:00,69.0
U0000063,P010,2025-09-16 09:00:00,79.0
U0000064,P008,2025-08-13 13:00:00,219.0
U0000064,P006,2025-08-17 14:00:00,89.0
U0000064,P007,2025-08-18 10:00:00,88.0
U0000064,P010,2025-08-27 16:00:00,79.0
U0000064,P008,2025-08-28 05:00:00,219.0
U0000064,P004,2025-08-30 07:00:00,499.0
U0000064,P011,2025-09-01 05:00:00,299.0
U0000064,P011,2025-09-10 05:00:00,299.0
U0000065,P006,2025-08-09 03:00:00,89.0
U0000065,P011,2025-08-16 10:00:00,299.0
U0000065,P012,2025-08-18 03:00:00,199.0
U0000065,P005,2025-08-19 05:00:00,49.0
U0000065,P003,2025-08-23 05:00:00,199.0
U0000065,P002,2025-08-25 23:00:00,99.0
U0000065,P005,2025-08-26 07:00:00,49.0
U0000065,P002,2025-08-27 00:00:00,99.0
U0000065,P003,2025-09-01 23:00:00,199.0
U0000065,P010,2025-09-05 08:00:00,79.0
U0000065,P002,2025-09-08 00:00:00,99.0
U0000066,P002,2025-08-08 05:00:00,99.0
U0000066,P001,2025-08-12 11:00:00,69.0
U0000066,P011,2025-08-17 20:00:00,299.0
U0000066,P009,2025-08-21 21:00:00,249.0
U0000066,P001,2025-09-05 02:00:00,69.0
U0000066,P006,2025-09-10 00:00:00,89.0
U0000066,P009,2025-09-11 20:00:00,249.0
U0000066,P011,2025-09-14 18:00:00,299.0
U0000067,P007,2025-08-18 14:00:00,88.0
U0000067,P001,2025-08-23 18:00:00,69.0
U0000067,P008,2025-08-27 03:00:00,219.0
U0000067,P004,2025-08-30 11:00:00,499.0
U0000067,P003,2025-09-14 07:00:00,199.0
U0000068,P006,2025-08-17 18:00:00,89.0
U0000068,P005,2025-09-03 02:00:00,49.0
U0000068,P001,2025-09-11 23:00:00,69.0
U0000068,P005,2025-09-16 20:00:00,49.0
U0000069,P002,2025-08-04 22:00:00,99.0
U0000069,P010,2025-08-06 19:00:00,79.0
U0000069,P006,2025-08-29 13:00:00,89.0
U0000069,P008,2025-09-06 09:00:00,219.0
U0000069,P007,2025-09-14 22:00:00,88.0
U0000070,P006,2025-08-04 10:00:00,89.0
U0000070,P009,2025-08-11 14:00:00,249.0
U0000070,P005,2025-08-16 08:00:00,49.0
U0000070,P011,2025-09-16 22:00:00,299.0
U0000071,P010,2025-08-17 20:00:00,79.0
U0000071,P008,2025-08-19 22:00:00,219.0
U0000071,P012,2025-08-21 18:00:00,199.0
U0000071,P006,2025-08-24 06:00:00,89.0
U0000071,P009,2025-08-26 01:00:00,249.0
U0000071,P003,2025-08-27 00:00:00,199.0
U0000071,P006,2025-08-31 20:00:00,89.0
U0000071,P009,2025-09-01 06:00:00,249.0
U0000071,P005,2025-09-11 16:00:00,49.0
U0000071,P006,2025-09-14 21:00:00,89.0
U0000072,P009,2025-09-13 07:00:00,249.0
U0000072,P003,2025-09-15 11:00:00,199.0
U0000073,P002,2025-08-06 06:00:00,99.0
U0000073,P009,2025-08-12 08:00:00,249.0
U0000073,P011,2025-08-17 07:00:00,299.0
U0000073,P010,2025-09-01 19:00:00,79.0
U0000073,P009,2025-09-15 17:00:00,249.0
U0000074,P001,2025-08-04 23:00:00,69.0
U0000074,P012,2025-08-10 13:00:00,199.0
U0000074,P003,2025-08-18 22:00:00,199.0
U0000074,P010,2025-08-23 16:00:00,79.0
U0000075,P006,2025-08-04 14:00:00,89.0
U0000075,P012,2025-08-14 23:00:00,199.0
U0000075,P005,2025-08-20 16:00:00,49.0
U0000075,P002,2025-08-22 23:00:00,99.0
U0000075,P004,2025-09-01 02:00:00,499.0
U0000075,P003,2025-09-15 12:00:00,199.0
U0000076,P007,2025-08-04 21:00:00,88.0
U0000076,P004,2025-08-13 09:00:00,499.0
U0000076,P004,2025-08-14 03:00:00,499.0
U0000076,P001,2025-08-23 20:00:00,69.0
U0000076,P005,2025-08-28 10:00:00,49.0
U0000076,P012,2025-09-14 23:00:00,199.0
U0000077,P003,2025-08-05 23:00:00,199.0
U0000077,P005,2025-08-08 07:00:00,49.0
U0000077,P003,2025-08-12 06:00:00,199.0
U0000077,P008,2025-08-15 16:00:00,219.0
U0000077,P012,2025-08-19 02:00:00,199.0
U0000077,P008,2025-08-22 07:00:00,219.0
U0000077,P012,2025-09-08 06:00:00,199.0
U0000077,P008,2025-09-09 08:00:00,219.0
U0000077,P007,2025-09-16 04:00:00,88.0
U0000078,P007,2025-08-25 02:00:00,88.0
U0000078,P006,2025-08-27 01:00:00,89.0
U0000078,P011,2025-08-29 10:00:00,299.0
U0000078,P005,2025-08-30 07:00:00,49.0
U0000078,P004,2025-09-05 16:00:00,499.0
U0000078,P004,2025-09-12 15:00:00,499.0
U0000078,P007,2025-09-14 08:00:00,88.0
U0000079,P007,2025-08-09 04:00:00,88.0
U0000079,P008,2025-08-12 08:00:00,219.0
U0000079,P005,2025-08-20 21:00:00,49.0
U0000079,P012,2025-09-14 20:00:00,199.0
U0000080,P012,2025-08-19 00:00:00,199.0
U0000080,P012,2025-08-23 20:00:00,199.0
U0000080,P009,2025-08-27 19:00:00,249.0
U0000080,P003,2025-08-30 20:00:00,199.0
U0000080,P006,2025-09-05 04:00:00,89.0
U0000080,P001,2025-09-14 17:00:00,69.0
U0000081,P004,2025-08-03 17:00:00,499.0
U0000081,P002,2025-08-15 15:00:00,99.0
U0000081,P006,2025-08-30 15:00:00,89.0
U0000081,P010,2025-09-13 18:00:00,79.0
U0000082,P008,2025-08-06 22:00:00,219.0
U0000082,P002,2025-08-07 14:00:00,99.0
U0000082,P003,2025-08-09 10:00:00,199.0
U0000082,P012,2025-08-18 04:00:00,199.0
U0000082,P002,2025-08-22 18:00:00,99.0
U0000082,P009,2025-09-05 16:00:00,249.0
U0000082,P008,2025-09-11 07:00:00,219.0
U0000082,P003,2025-09-14 20:00:00,199.0
U0000083,P007,2025-08-07 02:00:00,88.0
U0000083,P002,2025-08-12 16:00:00,99.0
U0000083,P010,2025-08-13 02:00:00,79.0
U0000083,P009,2025-08-20 02:00:00,249.0
U0000083,P002,2025-08-21 02:00:00,99.0
U0000083,P001,2025-09-14 02:00:00,69.0
U0000083,P008,2025-09-16 18:00:00,219.0
U0000084,P001,2025-08-20 20:00:00,69.0
U0000084,P003,2025-08-25 06:00:00,199.0
U0000084,P002,2025-08-27 00:00:00,99.0
U0000084,P001,2025-09-05 09:00:00,69.0
U0000084,P009,2025-09-15 01:00:00,249.0
U0000085,P004,2025-08-13 02:00:00,499.0
U0000085,P010,2025-08-18 12:00:00,79.0
U0000085,P005,2025-08-27 02:00:00,49.0
U0000085,P010,2025-08-30 20:00:00,79.0
U0000085,P007,2025-09-05 18:00:00,88.0
U0000085,P012,2025-09-10 04:00:00,199.0
U0000086,P001,2025-08-06 07:00:00,69.0
U0000086,P009,2025-08-08 11:00:00,249.0
U0000086,P003,2025-08-18 18:00:00,199.0
U0000086,P009,2025-08-24 03:00:00,249.0
U0000086,P008,2025-08-29 07:00:00,219.0
U0000086,P009,2025-09-01 08:00:00,249.0
U0000087,P004,2025-08-06 06:00:00,499.0
U0000087,P002,2025-08-07 02:00:00,99.0
U0000087,P009,2025-08-12 05:00:00,249.0
U0000087,P008,2025-08-25 03:00:00,219.0
U0000087,P006,2025-09-05 01:00:00,89.0
U0000087,P012,2025-09-11 19:00:00,199.0
U0000087,P008,2025-09-14 03:00:00,219.0
U0000087,P011,2025-09-15 23:00:00,299.0
U0000088,P005,2025-08-04 02:00:00,49.0
U0000088,P007,2025-08-13 19:00:00,88.0
U0000088,P007,2025-08-23 16:00:00,88.0
U0000088,P012,2025-08-29 09:00:00,199.0
U0000088,P002,2025-09-04 08:00:00,99.0
U0000088,P011,2025-09-10 23:00:00,299.0
U0000088,P001,2025-09-11 13:00:00,69.0
U0000088,P008,2025-09-12 11:00:00,219.0
U0000089,P008,2025-08-05 05:00:00,219.0
U0000089,P006,2025-08-16 22:00:00,89.0
U0000089,P007,2025-08-19 08:00:00,88.0
U0000089,P006,2025-08-20 09:00:00,89.0
U0000089,P010,2025-08-22 20:00:00,79.0
U0000089,P005,2025-08-29 09:00:00,49.0
U0000089,P008,2025-09-06 02:00:00,219.0
U0000089,P005,2025-09-07 04:00:00,49.0
U0000089,P001,2025-09-10 19:00:00,69.0
U0000090,P002,2025-08-20 21:00:00,99.0
U0000090,P002,2025-08-28 03:00:00,99.0
U0000090,P002,2025-09-09 07:00:00,99.0
U0000090,P005,2025-09-10 05:00:00,49.0
U0000090,P001,2025-09-11 07:00:00,69.0
U0000090,P007,2025-09-13 05:00:00,88.0
U0000091,P003,2025-08-06 03:00:00,199.0
U0000091,P011,2025-08-12 02:00:00,299.0
U0000091,P007,2025-08-17 01:00:00,88.0
U0000091,P007,2025-08-18 03:00:00,88.0
U0000091,P002,2025-08-19 23:00:00,99.0
U0000091,P011,2025-09-02 18:00:00,299.0
U0000091,P008,2025-09-08 13:00:00,219.0
U0000091,P003,2025-09-10 04:00:00,199.0
U0000091,P009,2025-09-14 18:00:00,249.0
U0000092,P004,2025-08-08 05:00:00,499.0
U0000092,P003,2025-08-11 16:00:00,199.0
U0000092,P005,2025-09-03 11:00:00,49.0
U0000092,P012,2025-09-10 13:00:00,199.0
U0000092,P007,2025-09-12 11:00:00,88.0
U0000093,P004,2025-08-16 06:00:00,499.0
U0000093,P003,2025-08-24 04:00:00,199.0
U0000093,P007,2025-09-03 12:00:00,88.0
U0000093,P004,2025-09-04 00:00:00,499.0
U0000093,P005,2025-09-06 19:00:00,49.0
U0000093,P005,2025-09-09 02:00:00,49.0
U0000093,P008,2025-09-13 17:00:00,219.0
U0000094,P007,2025-08-14 21:00:00,88.0
U0000094,P011,2025-08-15 03:00:00,299.0
U0000094,P011,2025-08-31 01:00:00,299.0
U0000094,P007,2025-09-06 09:00:00,88.0
U0000094,P002,2025-09-11 15:00:00,99.0
U0000095,P010,2025-08-07 18:00:00,79.0
U0000095,P004,2025-09-01 21:00:00,499.0
U0000095,P009,2025-09-03 11:00:00,249.0
U0000095,P011,2025-09-05 04:00:00,299.0
U0000095,P008,2025-09-12 05:00:00,219.0
U0000095,P009,2025-09-14 12:00:00,249.0
U0000096,P001,2025-08-05 17:00:00,69.0
U0000096,P005,2025-08-10 11:00:00,49.0
U0000096,P001,2025-08-14 20:00:00,69.0
U0000096,P012,2025-08-17 21:00:00,199.0
U0000096,P011,2025-08-21 11:00:00,299.0
U0000097,P011,2025-08-17 08:00:00,299.0
